################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2025-11-27 07:49:31 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2025-11-27 07:49:31", "1651522", "78.46.214.104:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 07:49:31", "1651523", "116.203.11.101:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 07:49:31", "1651524", "49.13.217.28:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 07:49:31", "1651525", "49.13.39.130:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 07:49:31", "1651526", "91.244.71.62:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 07:49:31", "1651527", "49.13.38.235:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-11-27 06:58:30", "1651463", "172.94.15.100:6075", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "50", "", "c2,remcos", "0", "juroots"
"2025-11-27 06:57:13", "1651445", "45.61.161.169:6606", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "", "asyncrat,c2", "0", "juroots"
"2025-11-27 06:57:13", "1651446", "45.61.161.169:7707", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "", "asyncrat,c2", "0", "juroots"
"2025-11-27 06:57:13", "1651447", "45.61.161.169:8808", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "", "asyncrat,c2", "0", "juroots"
"2025-11-27 06:38:09", "1651424", "206.189.0.80:39691", "ip:port", "botnet_cc", "elf.mirai", "Katana", "Mirai", "", "75", "https://bazaar.abuse.ch/sample/d508929946b9ae3d643d900983435230eedb2549b8d30690b516bd5a70ee67c4/", "Mirai", "0", "abuse_ch"
"2025-11-27 05:56:08", "1651306", "47.236.194.231:8888", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "None", "Alibaba (US) Technology Co.  Ltd.,AS45102,supershell", "0", "antiphishorg"
"2025-11-27 05:49:19", "1651410", "130.49.176.86:85", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-11-27 05:48:37", "1651409", "111.228.40.26:9090", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-391144938", "0", "abuse_ch"
"2025-11-27 05:48:36", "1651408", "180.76.174.250:8888", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-11-27 05:48:32", "1651407", "64.95.13.26:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-11-27 04:02:23", "1651389", "89.110.93.218:8443", "ip:port", "botnet_cc", "win.bianlian", "None", "BianLian", "", "100", "https://search.censys.io/hosts/89.110.93.218", "AS48282,BianLian,C2,censys,VDSINA-AS", "0", "DonPasci"
"2025-11-27 04:02:18", "1651387", "168.245.201.142:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.142", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-27 04:02:17", "1651385", "168.245.201.153:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.153", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-27 04:02:17", "1651386", "168.245.201.136:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.136", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-27 04:02:16", "1651383", "168.245.201.145:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.145", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-27 04:02:16", "1651384", "168.245.201.158:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "https://search.censys.io/hosts/168.245.201.158", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2025-11-27 04:01:48", "1651380", "171.232.1.88:5000", "ip:port", "botnet_cc", "win.venom", "None", "Venom RAT", "", "100", "https://search.censys.io/hosts/171.232.1.88", "AS7552,C2,censys,RAT,Venom,VIETEL-AS-AP", "0", "DonPasci"
"2025-11-27 04:01:48", "1651381", "171.232.1.88:5001", "ip:port", "botnet_cc", "win.venom", "None", "Venom RAT", "", "100", "https://search.censys.io/hosts/171.232.1.88", "AS7552,C2,censys,RAT,Venom,VIETEL-AS-AP", "0", "DonPasci"
"2025-11-27 04:01:48", "1651382", "171.232.1.88:6000", "ip:port", "botnet_cc", "win.venom", "None", "Venom RAT", "", "100", "https://search.censys.io/hosts/171.232.1.88", "AS7552,C2,censys,RAT,Venom,VIETEL-AS-AP", "0", "DonPasci"
"2025-11-27 04:01:44", "1651379", "3.222.9.169:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/3.222.9.169", "AMAZON-AES,AS14618,C2,censys,Mythic", "0", "DonPasci"
"2025-11-27 04:01:40", "1651377", "144.124.246.133:9000", "ip:port", "botnet_cc", "win.sectop_rat", "1xxbot,ArechClient", "SectopRAT", "", "100", "https://search.censys.io/hosts/144.124.246.133", "AS216071,C2,censys,RAT,Sectop,VDSINA", "0", "DonPasci"
"2025-11-27 04:01:40", "1651378", "91.84.125.113:9000", "ip:port", "botnet_cc", "win.sectop_rat", "1xxbot,ArechClient", "SectopRAT", "", "100", "https://search.censys.io/hosts/91.84.125.113", "AS216071,C2,censys,RAT,Sectop,VDSINA", "0", "DonPasci"
